iter	RMSE
274	206.3263805
275	206.0521284
276	205.4825543
277	205.3865324
278	205.0338111
279	204.505034
280	204.0968022
281	203.8978435
282	203.7867365
283	203.1991008
284	203.0829625
285	202.7372419
286	202.2429075
287	202.1365478
288	201.837877
289	201.614944
290	201.0843883
291	200.6596611
292	200.3918483
293	200.171361
294	199.9365867
295	199.5946606
296	199.299481
297	199.2236253
298	198.7815927
299	198.2161169
300	198.0649253
301	197.8104816
302	197.6762196
303	197.4097283
304	197.1623543
305	197.0597056
306	196.9891158
307	196.3841642
308	196.204548
309	195.6816266
310	195.5213699
311	195.3295859
312	195.0488816
313	194.8655065
314	194.4152562
315	194.3301602
316	193.9642255
317	193.5014329
318	193.1465068
319	192.9867448
320	192.8219862
321	192.5729204
322	192.1147684
323	191.8960327
324	191.2991506
325	191.1727905
326	190.9297204
327	190.6210432
328	190.4061736
329	190.1937307
330	189.8695174
331	189.5281756
332	188.8980252
333	188.6496879
334	188.3321119
335	187.9991558
336	187.9164717
337	187.509151
338	187.2808053
339	187.0017576
340	186.9199881
341	186.6196362
342	186.3354418
343	186.1059973
344	185.9579268
345	185.5630262
346	185.2991715
347	184.9601822
348	184.7507101
349	184.5368062
350	184.4440586
351	184.2897871
352	184.1523387
353	183.7924066
354	183.5148455
355	183.2194498
356	182.7011545
357	182.5598489
358	182.2032873
359	181.9780249
360	181.4327614
361	181.3327428
362	180.9936238
363	180.8809023
364	180.8126448
365	180.5518691
366	180.4847643
367	180.072707
368	179.7877763
369	179.4698487
370	179.2570174
371	178.9920748
372	178.5976194
373	178.3769217
374	178.2751315
375	178.1986038
376	177.844069
377	177.7396315
378	177.5327027
379	177.4665622
380	177.2384936
381	177.0345073
382	176.7270038
383	176.5707103
384	176.4487246
385	176.2229902
386	176.1371333
387	175.6981161
388	175.4223996
389	175.0183269
390	174.7766652
391	174.3709813
392	174.1540897
393	174.0379078
394	173.8578599
395	173.5913201
396	173.350109
397	172.9992138
398	172.8081094
399	172.6800795
400	172.4065949
401	172.2178111
402	172.0399989
403	171.8835254
404	171.6241113
405	171.4197491
406	171.2404121
407	170.9107693
408	170.6087479
409	170.3790451
410	170.3127989
411	169.9661552
412	169.6762962
413	169.4004136
414	169.1727485
415	169.0887616
416	168.9694602
417	168.7314992
418	168.3135585
419	168.0421663
420	167.9773027
421	167.8713237
422	167.5026584
423	167.4344809
424	167.1021395
425	167.0216615
426	166.8073391
427	166.7440442
428	166.4495172
429	166.1956458
430	165.8469183
431	165.512764
432	165.4292041
433	165.081563
434	164.886591
435	164.8142198
436	164.6437826
437	164.3936223
438	164.140579
439	163.859797
440	163.8187637
441	163.6223137
442	163.3915183
443	163.1648176
444	162.9881917
445	162.9309211
446	162.8190216
447	162.6564133
448	162.4779205
449	162.1207153
450	161.9921491
451	161.6726066
452	161.463875
453	161.1656912
454	160.8317255
455	160.5361639
456	160.3361665
457	159.9930244
458	159.945431
459	159.6889259
460	159.5802321
461	159.5611595
462	159.4692459
463	159.3437817
464	159.1466518
465	158.9586577
466	158.8264442
467	158.6741889
468	158.6528422
469	158.4450356
470	158.1664091
471	157.9414737
472	157.7375515
473	157.6543841
474	157.5332174
475	157.4217081
476	157.1604424
477	156.9307359
478	156.7830288
479	156.732193
480	156.4773247
481	156.4204885
482	156.1992494
483	156.0175391
484	155.6768122
485	155.5208764
486	155.3101236
487	155.095784
488	154.8928173
489	154.5693271
490	154.4254189
491	154.2209706
492	154.023821
493	153.9765275
494	153.7701863
495	153.5765103
496	153.3675849
497	153.1778512
498	152.963879
499	152.7286984
500	152.4452982
501	152.1805763
502	152.1663937
503	151.9388134
504	151.7713466
505	151.5808279
506	151.4785075
507	151.2288778
508	150.9901867
509	150.7916405
510	150.6542729
511	150.5275346
512	150.3134763
513	150.0556509
514	149.9316659
515	149.6560934
516	149.5608224
517	149.3802077
518	149.1172497
519	148.9090015
520	148.7554501
521	148.7138601
522	148.5045976
523	148.361024
524	148.145139
525	148.0191503
526	147.7984797
527	147.6199211
528	147.3418442
529	147.2757219
530	147.100699
531	147.0307961
532	146.8386024
533	146.5841575
534	146.3679655
535	146.3064536
536	146.1188944
537	146.012437
538	145.8315599
539	145.5970795
540	145.4652312
541	145.214999
542	144.9611492
543	144.8501409
544	144.6750862
545	144.4826189
546	144.3254308
547	144.1157833
548	144.0329209
549	143.9444795
550	143.7314369
551	143.658148
552	143.5000273
553	143.2676092
554	143.0624461
555	142.9657952
556	142.7900117
557	142.6568863
558	142.5409925
559	142.4432468
560	142.3340865
561	142.2080614
562	141.9587187
563	141.842698
564	141.797636
565	141.6930494
566	141.5331767
567	141.4537245
568	141.267956
569	141.1166395
570	140.9922519
571	140.854001
572	140.6167994
573	140.5110918
574	140.3422255
575	140.2034449
576	139.960437
577	139.8853269
578	139.7772962
579	139.6269976
580	139.5592562
581	139.2949791
582	139.0086475
583	138.8104009
584	138.6199653
585	138.4893795
586	138.305432
587	138.1029102
588	137.9641154
589	137.9479206
590	137.6993846
591	137.5673388
592	137.394173
593	137.3127899
594	137.1956135
595	137.1570693
596	136.9752232
597	136.9226675
598	136.7813277
599	136.5296564
600	136.2085183
601	136.0618978
602	135.7962434
603	135.7001648
604	135.4800573
605	135.3368952
606	135.173699
607	135.0497895
608	134.9481577
609	134.8822112
610	134.6755134
611	134.5034457
612	134.4072052
613	134.2803148
614	134.1294405
615	134.0480491
616	133.825227
617	133.6713531
618	133.5026879
619	133.3172169
620	133.2721881
621	133.1715063
622	132.9793882
623	132.7584403
624	132.5403417
625	132.3868464
626	132.1811028
627	132.0245619
628	131.8578321
629	131.6952061
630	131.5725888
631	131.5551472
632	131.3886822
633	131.2214686
634	131.0812855
635	130.9411578
636	130.6914379
637	130.5842364
638	130.3906763
639	130.2975223
640	130.2503484
641	130.1579614
642	130.0442201
643	129.9468124
644	129.8101777
645	129.501491
646	129.2395794
647	129.0854633
648	128.9337664
649	128.9035318
650	128.7934497
651	128.6504505
652	128.633865
653	128.5307925
654	128.4380309
655	128.1991403
656	128.0696225
657	127.8397959
658	127.6611704
659	127.5450047
660	127.4450103
661	127.2991745
662	127.2872945
663	127.1402393
664	127.0009607
665	126.8379306
666	126.6470026
667	126.5310349
668	126.3451137
669	126.2855991
670	126.1943034
671	126.1776073
672	126.0667592
673	126.0502815
674	125.9518379
675	125.8555723
676	125.7254141
677	125.5391203
678	125.4496375
679	125.2638633
680	125.1465834
681	125.1220787
682	124.9920382
683	124.8690366
684	124.7502562
685	124.6376146
686	124.553959
687	124.3278495
688	124.1320758
689	124.0239445
690	123.7885615
691	123.7180609
692	123.6108668
693	123.4153076
694	123.3524101
695	123.3039024
696	123.2933909
697	123.085169
698	123.0421875
699	122.8893039
700	122.8793896
701	122.7183203
702	122.5919327
703	122.4507012
704	122.44098
705	122.2980316
706	122.1061733
707	121.9890208
708	121.9216194
709	121.8925288
710	121.8696184
711	121.8602851
712	121.7728041
713	121.6189502
714	121.5900947
715	121.3936058
716	121.2368585
717	121.0579861
718	120.9694194
719	120.8426936
720	120.7717911
721	120.6257118
722	120.6004192
723	120.5918586
724	120.5823349
725	120.4184926
726	120.2610729
727	120.2175427
728	120.0891359
729	120.0856505
730	119.9559823
731	119.8830588
732	119.7754101
733	119.6566419
734	119.4784996
735	119.302662
736	119.193702
737	119.1484367
738	118.963232
739	118.8954862
740	118.7408217
741	118.5750836
742	118.4518764
743	118.3005978
744	118.1901925
745	118.156616
746	118.0598113
747	117.8983493
748	117.8282649
749	117.7807619
750	117.5969953
751	117.5253768
752	117.5190476
753	117.2642292
754	117.1681203
755	117.0378582
756	117.0267033
757	116.8298044
758	116.7111265
759	116.6299263
760	116.4842915
761	116.2987266
762	116.1045248
763	116.0461733
764	116.0384904
765	115.9178394
766	115.7251504
767	115.6980593
768	115.659016
769	115.5184194
770	115.4246835
771	115.34227
772	115.274869
773	115.13871
774	115.0565597
775	114.8469978
776	114.7046648
777	114.6194491
778	114.560715
779	114.4189255
780	114.1842456
781	114.1719235
782	114.0499993
783	113.8518352
784	113.7148304
785	113.7071507
786	113.5750805
787	113.4694022
788	113.3556923
789	113.2929265
790	113.1121072
791	112.975851
792	112.8468901
793	112.7420082
794	112.7050797
795	112.6271007
796	112.4915562
797	112.3699881
798	112.2707965
799	112.1279363
800	112.0154926
801	112.0013214
802	111.9646369
803	111.9487914
804	111.8239029
805	111.5580441
806	111.5405875
807	111.5292512
808	111.3894029
809	111.3041366
810	111.1727555
811	111.0059433
812	110.7865715
813	110.6845007
814	110.628518
815	110.5469932
816	110.4414055
817	110.4133405
818	110.3084144
819	110.1751943
820	110.1285573
821	110.1231815
822	110.0054673
823	109.8571588
824	109.6069447
825	109.5003557
826	109.4832836
827	109.3484769
828	109.19065
829	109.0809269
830	109.0063705
831	108.977866
832	108.8388055
833	108.769114
834	108.7624999
835	108.5839901
836	108.5773322
837	108.5301176
838	108.4320194
839	108.4201164
840	108.3077874
841	108.1428904
842	108.0770784
843	108.0437397
844	107.880393
845	107.8507837
846	107.6579294
847	107.654538
848	107.6406977
849	107.4297976
850	107.311867
851	107.3094769
852	107.2428847
853	107.2337653
854	107.1700586
855	107.1638222
856	107.0714275
857	106.9586436
858	106.9063386
859	106.7957191
860	106.7294191
861	106.5253697
862	106.5102676
863	106.4944333
864	106.4692179
865	106.3190746
866	106.296067
867	106.2799524
868	106.2009552
869	106.1056476
870	106.002193
871	105.8642065
872	105.7803509
873	105.6248707
874	105.5573258
875	105.3870757
876	105.2112114
877	105.1806308
878	105.14601
879	105.0254041
880	104.8295319
881	104.8091534
882	104.7099589
883	104.6086715
884	104.5691731
885	104.4519243
886	104.3520042
887	104.3308364
888	104.3257393
889	104.2189354
890	104.1091901
891	104.0728324
892	103.9421067
893	103.8709213
894	103.6576379
895	103.6155396
896	103.4705136
897	103.3956829
898	103.3356295
899	103.2729615
900	103.1564174
901	102.9968318
902	102.9523124
903	102.8728325
904	102.8241362
905	102.7725342
906	102.6539188
907	102.5766781
908	102.5729902
909	102.4971722
910	102.4234532
911	102.4022875
912	102.2841074
913	102.1933738
914	102.0659704
915	101.9895802
916	101.8758059
917	101.8340133
918	101.7524144
919	101.6204795
920	101.5770646
921	101.4295955
922	101.2932536
923	101.2086137
924	101.1304901
925	101.023867
926	101.013993
927	100.9932404
928	100.882129
929	100.7761404
930	100.7186917
931	100.7146178
932	100.6434704
933	100.6406678
934	100.6336731
935	100.5149606
936	100.4510528
937	100.3460779
938	100.2953881
939	100.243468
940	100.1726068
941	100.0747392
942	99.94006415
943	99.85231735
944	99.83468663
945	99.83142694
946	99.75594193
947	99.64861086
948	99.60115057
949	99.52164494
950	99.44219356
951	99.35008005
952	99.24083505
953	99.16889441
954	99.16046602
955	99.07347018
956	98.94255108
957	98.85013766
958	98.73165728
959	98.67719222
960	98.56112343
961	98.46540611
962	98.37207353
963	98.31312164
964	98.17524268
965	98.13983683
966	98.05225781
967	97.88849164
968	97.88638337
969	97.87904699
970	97.76448166
971	97.64209707
972	97.51940111
973	97.50656643
974	97.46014532
975	97.42311132
976	97.34880326
977	97.33072005
978	97.27815115
979	97.16588458
980	97.05420596
981	96.97238957
982	96.86186125
983	96.74267815
984	96.70855026
985	96.66865077
986	96.61209283
987	96.5186647
988	96.42086021
989	96.32795955
990	96.18883806
991	96.12961627
992	96.01665661
993	95.88693137
994	95.78526456
995	95.64056179
996	95.63756436
997	95.47920442
998	95.41427637
999	95.38906888
